"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"798",25,"","エリック・ロバーツロバーツ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3005","栃木"
"799",30,"","山崎 稜山崎","SG","08:52",5,2,4,"50.0%",1,2,"50.0%",0,0,"-",0,0,0,0,1,0,0,0,4,0,0,2,"3005","栃木"
"800",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,1,4,0,1,0,0,0,0,0,0,3,"3005","栃木"
"801",NA,"","合計","","200:00",85,33,72,"45.8%",6,16,"37.5%",13,22,"59.1%",11,24,35,24,4,9,2,0,20,18,1,103,"3005","栃木"
"802",0,"〇","レオ・ライオンズライオンズ","PF","36:59",19,7,19,"36.8%",0,8,"0.0%",5,6,"83.3%",2,10,12,3,1,0,0,0,2,5,0,20,"3005","富山"
"803",6,"〇","船生 誠也船生","SF","27:20",6,2,6,"33.3%",0,3,"0.0%",2,2,"100.0%",2,1,3,3,1,1,0,0,4,1,0,8,"3005","富山"
"804",7,"","阿部 友和阿部","PG","16:14",5,2,3,"66.7%",0,0,"-",1,1,"100.0%",1,0,1,2,1,0,0,0,1,2,0,6,"3005","富山"
"805",8,"","山田 大治山田","PF","06:39",2,0,2,"0.0%",0,1,"0.0%",2,2,"100.0%",0,0,0,3,1,0,0,0,0,1,0,2,"3005","富山"
"806",9,"","水戸 健史水戸","SG","29:04",12,4,8,"50.0%",3,5,"60.0%",1,2,"50.0%",0,0,0,1,1,1,0,1,2,1,0,8,"3005","富山"
"807",11,"〇","宇都 直輝宇都","PG","23:46",6,3,6,"50.0%",0,0,"-",0,1,"0.0%",0,0,0,5,4,1,0,0,3,1,0,4,"3005","富山"
"808",13,"","比留木 謙司比留木","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3005","富山"
"809",24,"〇","大塚 裕土大塚","SG/SF","23:36",11,4,8,"50.0%",2,4,"50.0%",1,1,"100.0%",1,1,2,2,0,0,0,1,3,2,0,11,"3005","富山"
"810",25,"","葛原 大智葛原","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3005","富山"
"811",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3005","富山"
"812",34,"〇","ジョシュア・スミススミス","C","36:22",19,7,13,"53.8%",0,0,"-",5,8,"62.5%",6,15,21,3,3,0,0,0,4,6,1,31,"3005","富山"
"813",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,0,0,0,0,0,0,0,4,"3005","富山"
"814",NA,"","合計","","200:00",80,29,65,"44.6%",5,21,"23.8%",17,23,"73.9%",14,29,43,22,12,3,0,2,19,19,1,94,"3005","富山"
"815",2,"","齋藤 拓実齋藤","PG","11:10",3,1,3,"33.3%",0,1,"0.0%",1,2,"50.0%",1,1,2,2,0,0,0,0,2,2,0,4,"3023","A東京"
"816",3,"〇","安藤 誓哉安藤","PG","33:19",11,4,13,"30.8%",3,8,"37.5%",0,0,"-",1,3,4,0,0,0,0,1,3,1,0,6,"3023","A東京"
"817",6,"〇","馬場 雄大馬場","SF","34:13",9,2,7,"28.6%",0,2,"0.0%",5,8,"62.5%",0,4,4,10,1,3,0,1,1,7,1,17,"3023","A東京"
"818",7,"","正中 岳城正中","SG","03:38",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-2,"3023","A東京"
"819",10,"","ザック・バランスキーバランスキー","SF/PF","27:50",10,4,11,"36.4%",2,4,"50.0%",0,0,"-",1,1,2,2,0,1,0,1,2,1,0,8,"3023","A東京"
"820",13,"〇","菊地 祥平菊地","SF","25:29",10,2,5,"40.0%",1,1,"100.0%",5,6,"83.3%",0,1,1,3,2,1,0,0,1,5,0,9,"3023","A東京"
"821",15,"〇","竹内 譲次竹内","PF/C","29:45",3,1,5,"20.0%",1,2,"50.0%",0,0,"-",1,7,8,1,3,0,1,0,5,3,0,6,"3023","A東京"
"822",24,"","田中 大貴田中","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3023","A東京"
"823",31,"","ジャワッド・ウィリアムズウィリアムズ","PF","21:25",13,6,9,"66.7%",1,2,"50.0%",0,0,"-",1,1,2,1,2,0,0,0,5,1,0,11,"3023","A東京"
"824",53,"〇","アレックス・カークカーク","C","38:11",15,6,12,"50.0%",0,1,"0.0%",3,4,"75.0%",4,9,13,0,1,0,2,0,1,4,2,22,"3023","A東京"
"825",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,0,0,0,0,1,0,0,4,"3023","A東京"
"826",NA,"","合計","","225:00",74,26,67,"38.8%",8,23,"34.8%",14,20,"70.0%",10,30,40,19,9,5,3,3,21,24,3,85,"3023","A東京"
"827",0,"〇","田臥 勇太田臥","PG","27:48",7,2,3,"66.7%",0,0,"-",3,3,"100.0%",0,1,1,1,1,1,0,0,1,2,0,8,"3023","栃木"
"828",4,"〇","ジェフ・ギブスギブス","PF/C","35:21",21,9,14,"64.3%",0,1,"0.0%",3,5,"60.0%",4,12,16,1,2,2,0,0,4,4,0,31,"3023","栃木"
"829",9,"〇","遠藤 祐亮遠藤","PG/SG","26:28",5,2,8,"25.0%",0,1,"0.0%",1,4,"25.0%",0,2,2,3,0,0,0,1,5,3,0,1,"3023","栃木"
"830",10,"","竹内 公輔竹内","PF/C","15:59",1,0,1,"0.0%",0,0,"-",1,2,"50.0%",1,2,3,2,1,0,1,1,1,1,0,4,"3023","栃木"
"831",11,"","田原 隆徳田原","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3023","栃木"
"832",13,"","渡邉 裕規渡邉","PG","22:09",6,2,8,"25.0%",0,2,"0.0%",2,2,"100.0%",1,0,1,4,0,0,0,0,1,1,0,5,"3023","栃木"
"833",18,"","鵤 誠司鵤","PG","26:21",2,1,6,"16.7%",0,1,"0.0%",0,2,"0.0%",1,3,4,3,2,0,0,0,2,1,0,0,"3023","栃木"
"834",21,"","橋本 晃佑橋本","PF/C","10:18",0,0,1,"0.0%",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,1,0,0,1,"3023","栃木"
"835",22,"〇","ライアン・ロシターロシター","PF/C","38:40",35,14,29,"48.3%",3,4,"75.0%",4,9,"44.4%",8,6,14,2,3,3,2,1,3,8,0,33,"3023","栃木"
"836",24,"〇","栗原 貴宏栗原","SF","08:26",2,1,1,"100.0%",0,0,"-",0,0,"-",0,0,0,1,1,0,0,0,4,0,0,2,"3023","栃木"
"837",25,"","エリック・ロバーツロバーツ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3023","栃木"
"838",30,"","山崎 稜山崎","SG","13:30",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,2,0,0,0,"3023","栃木"
"839",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,3,6,0,0,0,0,0,0,0,0,6,"3023","栃木"
"840",NA,"","合計","","225:00",79,31,72,"43.1%",3,9,"33.3%",14,27,"51.9%",18,32,50,17,10,6,3,3,24,20,0,91,"3023","栃木"
"841",0,"〇","田臥 勇太田臥","PG","15:56",0,0,2,"0.0%",0,0,"-",0,0,"-",0,0,0,1,1,1,0,0,0,1,0,-1,"3033","栃木"
"842",9,"〇","遠藤 祐亮遠藤","PG/SG","20:05",8,3,8,"37.5%",1,3,"33.3%",1,2,"50.0%",0,2,2,2,1,1,0,0,4,3,0,6,"3033","栃木"
"843",10,"","竹内 公輔竹内","PF/C","27:51",9,3,6,"50.0%",0,1,"0.0%",3,4,"75.0%",2,3,5,1,1,0,1,0,1,2,0,11,"3033","栃木"
"844",11,"","田原 隆徳田原","SG","01:36",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3033","栃木"
"845",12,"〇","アンドリュー・ネイミックネイミック","C","15:10",2,1,1,"100.0%",0,0,"-",0,0,"-",0,2,2,0,2,0,1,0,4,0,1,3,"3033","栃木"
"846",13,"","渡邉 裕規渡邉","PG","22:43",2,1,6,"16.7%",0,1,"0.0%",0,0,"-",1,2,3,4,0,0,0,0,2,0,0,4,"3033","栃木"
"847",18,"","鵤 誠司鵤","PG","21:34",5,2,8,"25.0%",0,1,"0.0%",1,1,"100.0%",0,4,4,2,0,1,0,1,0,2,0,6,"3033","栃木"
"848",21,"","橋本 晃佑橋本","PF/C","13:47",4,0,0,"-",0,0,"-",4,4,"100.0%",1,1,2,0,0,0,1,0,0,2,0,7,"3033","栃木"
"849",22,"〇","ライアン・ロシターロシター","PF/C","33:29",37,12,25,"48.0%",3,5,"60.0%",10,14,"71.4%",4,10,14,3,2,1,1,0,2,12,0,37,"3033","栃木"
"850",24,"〇","栗原 貴宏栗原","SF","11:30",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,0,0,0,0,0,3,0,0,0,"3033","栃木"
"851",25,"","エリック・ロバーツロバーツ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3033","栃木"
"852",30,"","山崎 稜山崎","SG","16:19",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3033","栃木"
"853",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,1,5,0,1,0,0,0,0,0,0,4,"3033","栃木"
"854",NA,"","合計","","200:00",70,23,61,"37.7%",5,14,"35.7%",19,25,"76.0%",13,25,38,13,9,4,4,1,17,22,1,76,"3033","栃木"
"855",0,"","溝口 秀人溝口","SG","07:36",6,2,3,"66.7%",2,3,"66.7%",0,0,"-",0,1,1,0,0,0,0,0,2,0,0,6,"3033","北海道"
"856",1,"","関野 剛平関野","SG/SF","11:15",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,2,0,0,0,0,0,1,0,1,"3033","北海道"
"857",2,"","山本 柊輔山本","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3033","北海道"
"858",8,"〇","多嶋 朝飛多嶋","PG","35:08",11,5,9,"55.6%",1,3,"33.3%",0,0,"-",0,3,3,6,1,1,0,0,3,2,0,16,"3033","北海道"
"859",9,"","折茂 武彦折茂","SG","17:45",7,2,9,"22.2%",1,4,"25.0%",2,2,"100.0%",0,1,1,1,0,0,0,1,3,2,0,2,"3033","北海道"
"860",10,"","市岡 ショーン市岡","PF","04:29",1,0,0,"-",0,0,"-",1,2,"50.0%",0,0,0,0,0,0,0,0,2,1,0,0,"3033","北海道"
"861",11,"〇","桜井 良太桜井","SF","25:23",6,1,4,"25.0%",0,0,"-",4,4,"100.0%",0,3,3,1,2,0,0,1,3,3,0,5,"3033","北海道"
"862",13,"〇","デイビッド・ドブラスドブラス","C","31:49",22,10,14,"71.4%",0,1,"0.0%",2,3,"66.7%",3,6,9,1,3,0,1,1,3,6,0,25,"3033","北海道"
"863",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","33:37",15,7,18,"38.9%",1,6,"16.7%",0,0,"-",3,6,9,0,1,1,0,1,2,1,2,13,"3033","北海道"
"864",17,"","川邉 亮平川邉","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3033","北海道"
"865",23,"","野口 大介野口","PF","10:05",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,0,0,0,0,1,1,0,-1,"3033","北海道"
"866",32,"〇","松島 良豪松島","PG","22:53",4,2,4,"50.0%",0,0,"-",0,0,"-",0,1,1,7,0,0,0,0,3,0,0,10,"3033","北海道"
"867",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,3,7,0,0,0,0,0,0,0,0,7,"3033","北海道"
"868",NA,"","合計","","200:00",72,29,65,"44.6%",5,19,"26.3%",9,11,"81.8%",11,24,35,19,7,2,1,4,22,17,2,84,"3033","北海道"
"869",0,"","田臥 勇太田臥","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3034","栃木"
"870",4,"〇","ジェフ・ギブスギブス","PF/C","25:35",10,4,10,"40.0%",0,0,"-",2,3,"66.7%",1,3,4,2,2,0,0,1,4,3,0,7,"3034","栃木"
"871",9,"〇","遠藤 祐亮遠藤","PG/SG","25:19",7,2,6,"33.3%",1,2,"50.0%",2,2,"100.0%",1,2,3,1,1,0,0,0,1,1,0,6,"3034","栃木"
"872",10,"","竹内 公輔竹内","PF/C","20:50",12,3,5,"60.0%",1,1,"100.0%",5,6,"83.3%",2,1,3,1,0,0,0,0,0,5,0,13,"3034","栃木"
"873",11,"","田原 隆徳田原","SG","09:22",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,0,0,0,0,1,0,0,0,0,0,3,"3034","栃木"
"874",13,"〇","渡邉 裕規渡邉","PG","27:28",5,1,5,"20.0%",0,3,"0.0%",3,3,"100.0%",0,3,3,6,1,0,0,0,2,1,0,9,"3034","栃木"
"875",18,"〇","鵤 誠司鵤","PG","27:19",14,5,11,"45.5%",2,4,"50.0%",2,4,"50.0%",0,1,1,4,1,1,1,0,2,4,0,12,"3034","栃木"
"876",21,"","橋本 晃佑橋本","PF/C","08:05",3,1,6,"16.7%",1,3,"33.3%",0,0,"-",0,1,1,1,0,0,0,0,0,1,0,0,"3034","栃木"
"877",22,"〇","ライアン・ロシターロシター","PF/C","30:39",20,8,13,"61.5%",0,1,"0.0%",4,11,"36.4%",9,5,14,4,0,4,2,1,1,8,1,32,"3034","栃木"
"878",24,"","栗原 貴宏栗原","SF","13:11",2,0,2,"0.0%",0,2,"0.0%",2,2,"100.0%",1,1,2,1,1,2,1,0,0,1,0,5,"3034","栃木"
"879",25,"","エリック・ロバーツロバーツ","SG","00:26",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3034","栃木"
"880",30,"","山崎 稜山崎","SG","11:46",3,1,4,"25.0%",0,3,"0.0%",1,1,"100.0%",1,1,2,1,1,1,0,0,0,1,0,3,"3034","栃木"
"881",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,2,0,0,0,0,0,0,1,"3034","栃木"
"882",NA,"","合計","","200:00",79,26,64,"40.6%",6,21,"28.6%",21,32,"65.6%",17,19,36,21,9,9,4,2,10,25,1,91,"3034","栃木"
"883",0,"","溝口 秀人溝口","SG","08:03",2,0,0,"-",0,0,"-",2,3,"66.7%",0,1,1,1,1,0,0,0,2,1,0,2,"3034","北海道"
"884",1,"","関野 剛平関野","SG/SF","04:39",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,-3,"3034","北海道"
"885",2,"","山本 柊輔山本","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3034","北海道"
"886",8,"〇","多嶋 朝飛多嶋","PG","31:32",10,4,5,"80.0%",2,2,"100.0%",0,0,"-",0,0,0,4,2,0,0,0,3,1,0,11,"3034","北海道"
"887",9,"","折茂 武彦折茂","SG","08:46",0,0,2,"0.0%",0,0,"-",0,0,"-",0,0,0,2,1,1,0,1,0,0,0,0,"3034","北海道"
"888",10,"","市岡 ショーン市岡","PF","08:21",4,2,3,"66.7%",0,0,"-",0,0,"-",2,3,5,0,0,0,1,0,3,0,0,9,"3034","北海道"
"889",11,"〇","桜井 良太桜井","SF","30:27",6,2,4,"50.0%",2,3,"66.7%",0,0,"-",0,0,0,4,4,2,0,0,4,3,0,6,"3034","北海道"
"890",13,"〇","デイビッド・ドブラスドブラス","C","32:56",23,10,15,"66.7%",0,0,"-",3,3,"100.0%",0,8,8,3,5,0,0,2,4,5,1,24,"3034","北海道"
"891",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","35:43",10,5,14,"35.7%",0,4,"0.0%",0,0,"-",1,8,9,4,2,0,1,0,1,0,0,13,"3034","北海道"
"892",17,"","川邉 亮平川邉","SF","11:43",5,2,4,"50.0%",1,1,"100.0%",0,0,"-",0,2,2,2,0,0,0,1,3,0,0,7,"3034","北海道"
"893",23,"","野口 大介野口","PF","03:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3034","北海道"
"894",32,"〇","松島 良豪松島","PG","24:50",10,4,7,"57.1%",2,3,"66.7%",0,0,"-",0,1,1,5,0,0,0,0,4,0,0,13,"3034","北海道"
"895",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,2,5,0,1,0,0,0,1,0,0,4,"3034","北海道"
"896",NA,"","合計","","200:00",70,29,57,"50.9%",7,15,"46.7%",5,6,"83.3%",6,25,31,25,16,3,2,4,26,10,1,86,"3034","北海道"
"897",7,"","野本 建吾野本","SF/PF","06:41",2,1,4,"25.0%",0,0,"-",0,0,"-",0,0,0,1,1,1,0,1,1,0,0,0,"3049","秋田"
"898",8,"","下山 大地下山","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3049","秋田"
"899",9,"〇","白濱 僚祐白濱","SF","30:28",9,4,6,"66.7%",1,1,"100.0%",0,0,"-",0,3,3,0,3,3,0,0,5,0,0,10,"3049","秋田"
"900",13,"","成田 正弘成田","PG","10:51",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,0,0,0,0,0,0,-2,"3049","秋田"
"901",15,"","下山 貴裕下山","PF","04:25",0,0,1,"0.0%",0,0,"-",0,0,"-",1,1,2,1,0,0,0,1,1,0,0,2,"3049","秋田"
"902",17,"〇","中山 拓哉中山","PG/SG","36:10",15,7,11,"63.6%",1,1,"100.0%",0,0,"-",2,3,5,2,0,0,0,1,2,4,0,18,"3049","秋田"
"903",24,"","保岡 龍斗保岡","SG","05:30",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,1,2,0,0,0,2,0,0,-1,"3049","秋田"
"904",33,"","俊野 達彦俊野","PG/SG","10:03",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,3,0,0,0,0,1,0,0,1,"3049","秋田"
"905",34,"〇","小野寺 祥太小野寺","PG","26:58",6,3,6,"50.0%",0,2,"0.0%",0,0,"-",0,2,2,7,3,0,0,1,4,0,0,9,"3049","秋田"
"906",40,"〇","ジャスティン・キーナンキーナン","PF/C","29:51",19,8,14,"57.1%",0,1,"0.0%",3,6,"50.0%",5,7,12,5,2,3,0,0,4,9,0,28,"3049","秋田"
"907",43,"〇","カディーム・コールビーコールビー","PF/C","29:57",23,11,16,"68.8%",0,0,"-",1,1,"100.0%",3,6,9,0,3,1,4,0,1,1,1,29,"3049","秋田"
"908",55,"","谷口 大智谷口","PF/C","09:06",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,0,0,1,0,0,0,0,1,0,0,-3,"3049","秋田"
"909",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,0,0,0,2,"3049","秋田"
"910",NA,"","合計","","200:00",74,34,67,"50.7%",2,11,"18.2%",4,7,"57.1%",11,26,37,21,15,8,4,4,22,14,1,93,"3049","秋田"
"911",4,"〇","ジェフ・ギブスギブス","PF/C","25:34",3,0,5,"0.0%",0,1,"0.0%",3,3,"100.0%",2,3,5,2,2,0,0,1,5,2,0,3,"3049","栃木"
"912",10,"","竹内 公輔竹内","PF/C","22:13",14,7,10,"70.0%",0,0,"-",0,2,"0.0%",3,1,4,1,1,1,3,0,2,3,0,17,"3049","栃木"
"913",11,"","田原 隆徳田原","SG","02:42",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,1,0,-1,"3049","栃木"
"914",13,"〇","渡邉 裕規渡邉","PG","28:48",8,2,10,"20.0%",2,8,"25.0%",2,2,"100.0%",0,2,2,5,2,0,0,1,1,1,0,5,"3049","栃木"
"915",18,"〇","鵤 誠司鵤","PG","29:05",12,3,15,"20.0%",2,7,"28.6%",4,4,"100.0%",1,4,5,1,2,1,0,1,0,3,0,5,"3049","栃木"
"916",21,"","橋本 晃佑橋本","PF/C","12:54",5,2,6,"33.3%",1,3,"33.3%",0,0,"-",0,1,1,0,1,0,0,0,1,0,0,1,"3049","栃木"
"917",22,"〇","ライアン・ロシターロシター","PF/C","32:13",22,8,10,"80.0%",1,1,"100.0%",5,7,"71.4%",4,4,8,11,1,1,1,1,3,6,1,38,"3049","栃木"
"918",24,"〇","栗原 貴宏栗原","SF","24:27",6,2,4,"50.0%",0,2,"0.0%",2,2,"100.0%",0,1,1,1,0,1,0,0,1,1,0,7,"3049","栃木"
"919",25,"","エリック・ロバーツロバーツ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3049","栃木"
"920",30,"","山崎 稜山崎","SG","22:04",7,3,7,"42.9%",1,4,"25.0%",0,0,"-",0,3,3,1,0,0,0,0,1,4,0,7,"3049","栃木"
"921",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,4,8,0,2,0,0,0,0,0,0,6,"3049","栃木"
"922",NA,"","合計","","200:00",77,27,67,"40.3%",7,26,"26.9%",16,20,"80.0%",14,23,37,22,12,4,4,4,14,21,1,88,"3049","栃木"
"923",0,"","溝口 秀人溝口","SG","06:33",2,1,1,"100.0%",0,0,"-",0,1,"0.0%",0,0,0,0,1,0,0,0,0,1,0,0,"3058","北海道"
"924",1,"","関野 剛平関野","SG/SF","07:47",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,0,0,0,1,0,0,0,1,0,0,1,"3058","北海道"
"925",2,"","山本 柊輔山本","PG","00:36",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3058","北海道"
"926",8,"〇","多嶋 朝飛多嶋","PG","35:55",8,3,7,"42.9%",2,3,"66.7%",0,0,"-",0,0,0,3,1,1,0,0,3,2,0,7,"3058","北海道"
"927",9,"","折茂 武彦折茂","SG","02:32",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,1,0,-1,"3058","北海道"
"928",10,"","市岡 ショーン市岡","PF","11:29",3,1,4,"25.0%",0,0,"-",1,2,"50.0%",3,1,4,0,0,0,0,0,1,2,0,3,"3058","北海道"
"929",11,"〇","桜井 良太桜井","SF","26:33",6,2,4,"50.0%",1,2,"50.0%",1,1,"100.0%",0,2,2,3,1,0,0,0,3,2,0,8,"3058","北海道"
"930",13,"〇","デイビッド・ドブラスドブラス","C","26:12",6,3,7,"42.9%",0,0,"-",0,0,"-",1,8,9,0,1,0,0,2,5,2,0,10,"3058","北海道"
"931",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","31:42",27,10,23,"43.5%",3,7,"42.9%",4,6,"66.7%",5,6,11,1,2,0,3,0,1,4,2,25,"3058","北海道"
"932",17,"","川邉 亮平川邉","SF","13:36",7,3,5,"60.0%",1,2,"50.0%",0,1,"0.0%",0,1,1,2,0,0,0,0,0,2,0,7,"3058","北海道"
"933",23,"","野口 大介野口","PF","10:37",6,2,3,"66.7%",1,1,"100.0%",1,2,"50.0%",0,2,2,0,0,0,0,0,2,0,0,6,"3058","北海道"
"934",32,"〇","松島 良豪松島","PG","26:28",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,0,0,7,5,1,0,0,4,1,0,5,"3058","北海道"
"935",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,1,"3058","北海道"
"936",NA,"","合計","","200:00",72,28,61,"45.9%",9,18,"50.0%",7,13,"53.8%",9,21,30,16,12,2,3,2,20,17,2,72,"3058","北海道"
"937",4,"〇","ジェフ・ギブスギブス","PF/C","28:22",28,8,17,"47.1%",1,1,"100.0%",11,12,"91.7%",5,3,8,4,0,4,1,2,3,8,0,35,"3058","栃木"
"938",10,"","竹内 公輔竹内","PF/C","20:57",6,1,2,"50.0%",0,0,"-",4,6,"66.7%",2,5,7,0,0,0,0,0,1,4,0,10,"3058","栃木"
"939",11,"","田原 隆徳田原","SG","05:30",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,2,0,0,2,"3058","栃木"
"940",13,"〇","渡邉 裕規渡邉","PG","29:41",16,6,14,"42.9%",4,10,"40.0%",0,0,"-",1,2,3,5,0,0,0,0,1,0,0,16,"3058","栃木"
"941",18,"〇","鵤 誠司鵤","PG","29:23",10,4,12,"33.3%",1,2,"50.0%",1,2,"50.0%",0,1,1,1,2,0,0,1,4,1,0,1,"3058","栃木"
"942",21,"","橋本 晃佑橋本","PF/C","13:44",4,1,3,"33.3%",0,0,"-",2,2,"100.0%",0,2,2,0,0,0,0,0,0,1,0,4,"3058","栃木"
"943",22,"〇","ライアン・ロシターロシター","PF/C","29:14",18,8,14,"57.1%",0,1,"0.0%",2,4,"50.0%",2,7,9,5,2,2,0,0,2,2,0,24,"3058","栃木"
"944",24,"〇","栗原 貴宏栗原","SF","21:45",2,1,1,"100.0%",0,0,"-",0,0,"-",1,1,2,1,1,0,1,0,4,2,0,5,"3058","栃木"
"945",25,"","エリック・ロバーツロバーツ","SG","01:27",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,1,"3058","栃木"
"946",30,"","山崎 稜山崎","SG","19:57",2,1,3,"33.3%",0,2,"0.0%",0,0,"-",0,1,1,1,0,0,0,0,1,1,0,2,"3058","栃木"
"947",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"3058","栃木"
"948",NA,"","合計","","200:00",86,30,66,"45.5%",6,16,"37.5%",20,26,"76.9%",15,26,41,18,5,6,2,3,18,19,0,106,"3058","栃木"
"949",0,"","溝口 秀人溝口","SG","03:51",0,0,3,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-3,"3059","北海道"
"950",1,"","関野 剛平関野","SG/SF","07:19",2,0,2,"0.0%",0,1,"0.0%",2,3,"66.7%",0,1,1,0,1,0,0,0,1,1,0,-1,"3059","北海道"
"951",2,"","山本 柊輔山本","PG","01:19",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3059","北海道"
"952",8,"〇","多嶋 朝飛多嶋","PG","25:14",5,2,6,"33.3%",1,1,"100.0%",0,2,"0.0%",2,2,4,3,0,1,0,0,5,2,0,7,"3059","北海道"
"953",9,"","折茂 武彦折茂","SG","07:26",0,0,3,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,1,0,0,0,-3,"3059","北海道"
"954",10,"","市岡 ショーン市岡","PF","18:29",6,3,7,"42.9%",0,0,"-",0,0,"-",2,5,7,1,0,1,0,1,2,0,1,11,"3059","北海道"
"955",11,"〇","桜井 良太桜井","SF","21:54",2,1,6,"16.7%",0,3,"0.0%",0,0,"-",0,2,2,2,0,0,0,0,5,1,0,1,"3059","北海道"
"956",13,"〇","デイビッド・ドブラスドブラス","C","21:31",15,5,10,"50.0%",0,1,"0.0%",5,8,"62.5%",3,6,9,1,6,1,0,1,3,6,0,12,"3059","北海道"
