"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"2774",4,"〇","寺園 脩斗寺園","PG","06:41",2,0,0,"-",0,0,"-",2,2,"100.0%",0,0,0,1,0,0,0,0,0,1,0,3,"3027","三遠"
"2775",5,"","川嶋 勇人川嶋","SG","26:36",4,2,9,"22.2%",0,3,"0.0%",0,0,"-",2,3,5,2,0,1,1,0,2,0,0,6,"3027","三遠"
"2776",6,"〇","長谷川 智伸長谷川","SG/SF","22:09",0,0,4,"0.0%",0,2,"0.0%",0,0,"-",0,1,1,0,2,1,0,0,0,0,0,-4,"3027","三遠"
"2777",7,"","渡邊 翔太渡邊","PG","16:27",6,3,6,"50.0%",0,2,"0.0%",0,0,"-",0,0,0,0,1,1,0,0,2,0,0,3,"3027","三遠"
"2778",8,"","太田 敦也太田","C","12:41",6,3,3,"100.0%",0,0,"-",0,0,"-",0,3,3,0,1,0,0,0,2,2,0,8,"3027","三遠"
"2779",11,"","岡田 慎吾岡田","SG","14:56",1,0,3,"0.0%",0,1,"0.0%",1,2,"50.0%",0,1,1,4,1,0,0,0,0,1,0,1,"3027","三遠"
"2780",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3027","三遠"
"2781",21,"","菅野 翔太菅野","SF","07:09",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3027","三遠"
"2782",45,"〇","ウィリアム・マクドナルドマクドナルド","C","31:49",9,4,14,"28.6%",0,0,"-",1,1,"100.0%",2,5,7,2,4,1,1,1,3,1,0,6,"3027","三遠"
"2783",73,"〇","田渡 修人田渡","SG","26:02",5,2,4,"50.0%",1,3,"33.3%",0,0,"-",0,4,4,2,1,1,0,0,0,0,0,9,"3027","三遠"
"2784",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,5,8,0,1,0,0,0,0,0,0,7,"3027","三遠"
"2785",NA,"","合計","","200:00",48,20,59,"33.9%",2,19,"10.5%",6,7,"85.7%",9,33,42,13,13,5,4,1,12,8,1,59,"3027","三遠"
"2786",2,"〇","ロバート・ドジャードジャー","PF","33:53",13,5,17,"29.4%",0,4,"0.0%",3,5,"60.0%",3,5,8,2,1,0,0,0,2,4,0,8,"3043","三遠"
"2787",4,"〇","寺園 脩斗寺園","PG","13:52",2,1,4,"25.0%",0,3,"0.0%",0,0,"-",1,1,2,0,1,0,0,0,4,0,0,0,"3043","三遠"
"2788",5,"","川嶋 勇人川嶋","SG","24:15",6,3,8,"37.5%",0,0,"-",0,0,"-",2,1,3,5,1,1,0,0,2,3,0,9,"3043","三遠"
"2789",6,"〇","長谷川 智伸長谷川","SG/SF","22:35",2,1,7,"14.3%",0,2,"0.0%",0,0,"-",0,0,0,4,1,3,0,2,3,2,0,2,"3043","三遠"
"2790",7,"","渡邊 翔太渡邊","PG","10:38",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,0,0,1,2,0,0,0,1,2,0,-1,"3043","三遠"
"2791",8,"","太田 敦也太田","C","25:01",6,3,7,"42.9%",0,0,"-",0,0,"-",0,3,3,1,1,1,0,1,1,1,0,6,"3043","三遠"
"2792",11,"","岡田 慎吾岡田","SG","20:00",5,2,4,"50.0%",0,0,"-",1,1,"100.0%",0,0,0,2,1,1,0,0,2,1,0,5,"3043","三遠"
"2793",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3043","三遠"
"2794",21,"","菅野 翔太菅野","SF","03:22",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,0,"3043","三遠"
"2795",23,"〇","シャキール・モリスモリス","C","17:58",16,7,10,"70.0%",0,0,"-",2,3,"66.7%",1,3,4,0,0,0,0,0,5,2,0,16,"3043","三遠"
"2796",73,"〇","田渡 修人田渡","SG","28:26",11,4,7,"57.1%",3,5,"60.0%",0,0,"-",0,0,0,4,0,1,0,0,3,1,0,13,"3043","三遠"
"2797",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"3043","三遠"
"2798",NA,"","合計","","200:00",63,27,68,"39.7%",3,16,"18.8%",6,9,"66.7%",11,16,27,19,8,7,0,3,23,16,0,64,"3043","三遠"
"2799",0,"","石崎 巧石崎","PG/SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3043","琉球"
"2800",1,"","橋本 竜馬橋本","PG","15:38",4,1,2,"50.0%",0,1,"0.0%",2,2,"100.0%",0,0,0,1,0,0,0,0,4,1,0,4,"3043","琉球"
"2801",3,"〇","並里 成並里","PG","20:22",11,5,5,"100.0%",0,0,"-",1,1,"100.0%",0,3,3,10,2,0,0,0,0,1,0,22,"3043","琉球"
"2802",6,"","金城　茂之金城","SG/SF","03:22",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3043","琉球"
"2803",11,"〇","須田 侑太郎須田","SG/SF","17:29",9,3,3,"100.0%",1,1,"100.0%",2,2,"100.0%",1,3,4,0,1,0,0,0,0,5,0,12,"3043","琉球"
"2804",12,"〇","ジェフ・エアーズエアーズ","PF","24:08",6,2,7,"28.6%",0,2,"0.0%",2,2,"100.0%",3,8,11,3,1,0,0,0,4,1,2,14,"3043","琉球"
"2805",14,"","岸本 隆一岸本","PG/SG","22:54",15,4,9,"44.4%",2,5,"40.0%",5,5,"100.0%",0,1,1,3,1,1,0,0,2,3,0,14,"3043","琉球"
"2806",21,"","寒竹 隼人寒竹","SF/PF","03:22",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,3,"3043","琉球"
"2807",24,"","田代 直希田代","SF","15:10",5,2,6,"33.3%",0,2,"0.0%",1,1,"100.0%",1,1,2,0,1,0,0,0,0,1,0,2,"3043","琉球"
"2808",33,"","アイラ・ブラウンブラウン","SF/PF","27:28",9,3,7,"42.9%",2,5,"40.0%",1,2,"50.0%",1,6,7,3,1,1,1,0,3,4,0,15,"3043","琉球"
"2809",40,"〇","ジョシュ・スコットスコット","C","25:02",21,9,15,"60.0%",0,0,"-",3,5,"60.0%",4,5,9,2,1,2,1,0,3,5,0,26,"3043","琉球"
"2810",51,"〇","古川 孝敏古川","SF","25:05",13,6,8,"75.0%",1,1,"100.0%",0,0,"-",0,4,4,2,1,2,1,0,0,2,0,19,"3043","琉球"
"2811",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3043","琉球"
"2812",NA,"","合計","","200:00",96,36,63,"57.1%",7,18,"38.9%",17,20,"85.0%",11,33,44,24,9,6,3,0,16,23,2,134,"3043","琉球"
"2813",4,"〇","寺園 脩斗寺園","PG","22:42",3,1,5,"20.0%",1,2,"50.0%",0,0,"-",0,4,4,2,2,0,0,1,1,1,0,3,"3044","三遠"
"2814",5,"","川嶋 勇人川嶋","SG","20:33",8,4,7,"57.1%",0,2,"0.0%",0,0,"-",0,2,2,2,2,0,0,0,2,2,0,7,"3044","三遠"
"2815",6,"〇","長谷川 智伸長谷川","SG/SF","18:13",4,2,7,"28.6%",0,1,"0.0%",0,0,"-",1,1,2,0,0,0,0,0,2,3,0,1,"3044","三遠"
"2816",7,"","渡邊 翔太渡邊","PG","17:18",3,1,4,"25.0%",0,1,"0.0%",1,2,"50.0%",0,3,3,0,2,0,0,0,3,3,0,0,"3044","三遠"
"2817",8,"","太田 敦也太田","C","21:09",14,6,8,"75.0%",0,0,"-",2,4,"50.0%",0,4,4,2,2,0,0,0,3,2,0,14,"3044","三遠"
"2818",11,"","岡田 慎吾岡田","SG","19:24",2,1,2,"50.0%",0,0,"-",0,0,"-",0,3,3,2,0,0,1,0,1,0,0,7,"3044","三遠"
"2819",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3044","三遠"
"2820",21,"","菅野 翔太菅野","SF","04:49",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,1,0,0,1,"3044","三遠"
"2821",23,"〇","シャキール・モリスモリス","C","26:40",13,5,10,"50.0%",0,1,"0.0%",3,4,"75.0%",2,5,7,1,0,1,1,0,2,3,0,17,"3044","三遠"
"2822",45,"〇","ウィリアム・マクドナルドマクドナルド","C","27:22",13,6,14,"42.9%",0,0,"-",1,3,"33.3%",5,5,10,2,5,0,1,0,4,4,0,11,"3044","三遠"
"2823",73,"〇","田渡 修人田渡","SG","21:50",0,0,5,"0.0%",0,3,"0.0%",0,0,"-",0,0,0,0,1,0,0,0,2,1,0,-6,"3044","三遠"
"2824",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,0,1,0,1,0,0,0,0,0,0,0,"3044","三遠"
"2825",NA,"","合計","","200:00",60,26,62,"41.9%",1,10,"10.0%",7,13,"53.8%",9,27,36,12,15,1,3,1,21,19,0,55,"3044","三遠"
"2826",0,"","石崎 巧石崎","PG/SG","06:28",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,1,0,0,"3044","琉球"
"2827",1,"","橋本 竜馬橋本","PG","14:51",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,1,0,0,0,2,0,0,-1,"3044","琉球"
"2828",3,"〇","並里 成並里","PG","21:56",8,4,8,"50.0%",0,0,"-",0,0,"-",1,2,3,7,0,2,0,1,1,0,0,16,"3044","琉球"
"2829",6,"","金城　茂之金城","SG/SF","02:35",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,1,0,0,0,0,0,0,0,1,"3044","琉球"
"2830",11,"〇","須田 侑太郎須田","SG/SF","24:28",3,1,2,"50.0%",0,1,"0.0%",1,2,"50.0%",0,1,1,1,1,1,0,0,3,1,0,3,"3044","琉球"
"2831",12,"","ジェフ・エアーズエアーズ","PF","23:16",14,6,12,"50.0%",1,2,"50.0%",1,1,"100.0%",5,5,10,1,2,0,0,0,2,4,0,17,"3044","琉球"
"2832",14,"","岸本 隆一岸本","PG/SG","17:44",12,4,9,"44.4%",2,6,"33.3%",2,2,"100.0%",0,1,1,2,0,2,0,0,1,3,0,12,"3044","琉球"
"2833",21,"","寒竹 隼人寒竹","SF/PF","03:06",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,1,1,0,0,0,0,0,1,0,0,3,"3044","琉球"
"2834",24,"","田代 直希田代","SF","08:35",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",0,1,1,0,0,0,1,0,0,0,0,2,"3044","琉球"
"2835",33,"〇","アイラ・ブラウンブラウン","SF/PF","20:40",7,3,7,"42.9%",1,3,"33.3%",0,0,"-",2,6,8,3,0,0,0,1,4,2,0,14,"3044","琉球"
"2836",40,"〇","ジョシュ・スコットスコット","C","32:58",26,9,14,"64.3%",0,0,"-",8,10,"80.0%",4,8,12,1,1,0,0,1,3,6,2,31,"3044","琉球"
"2837",51,"〇","古川 孝敏古川","SF","23:23",13,4,9,"44.4%",1,2,"50.0%",4,4,"100.0%",0,2,2,0,0,1,0,0,3,3,0,11,"3044","琉球"
"2838",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,2,0,0,0,0,0,0,-1,"3044","琉球"
"2839",NA,"","合計","","200:00",91,34,72,"47.2%",7,21,"33.3%",16,19,"84.2%",12,29,41,17,7,6,1,3,20,20,2,108,"3044","琉球"
"2840",0,"","藤井 祐眞藤井","PG/SG","28:49",2,1,6,"16.7%",0,3,"0.0%",0,0,"-",3,1,4,4,2,3,1,0,1,3,0,7,"3052","川崎"
"2841",3,"","林 翔太郎林","SF","12:21",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,0,"3052","川崎"
"2842",4,"","青木 保憲青木","PG","03:00",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",1,0,1,0,0,1,0,0,0,0,0,-1,"3052","川崎"
"2843",7,"〇","篠山 竜青篠山","PG","33:38",10,3,11,"27.3%",1,5,"20.0%",3,3,"100.0%",1,3,4,3,1,1,0,0,1,4,0,9,"3052","川崎"
"2844",14,"〇","辻 直人辻","SG","13:06",2,1,5,"20.0%",0,2,"0.0%",0,0,"-",0,0,0,1,2,1,0,0,1,0,0,-2,"3052","川崎"
"2845",18,"","鎌田 裕也鎌田","PF/C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3052","川崎"
"2846",21,"〇","バーノン・マクリンマクリン","PF/C","29:04",10,4,6,"66.7%",0,0,"-",2,6,"33.3%",1,5,6,0,3,0,0,0,2,4,0,7,"3052","川崎"
"2847",22,"","ニック・ファジーカスファジーカス","C","22:32",16,5,15,"33.3%",0,1,"0.0%",6,6,"100.0%",0,12,12,0,2,0,0,0,0,3,0,16,"3052","川崎"
"2848",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","28:24",13,5,13,"38.5%",1,5,"20.0%",2,3,"66.7%",2,4,6,0,2,2,0,0,1,2,0,10,"3052","川崎"
"2849",33,"〇","長谷川 技長谷川","SF","29:06",3,1,3,"33.3%",1,1,"100.0%",0,0,"-",0,0,0,2,1,1,0,0,1,0,0,3,"3052","川崎"
"2850",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,0,1,0,0,0,0,0,0,0,0,1,"3052","川崎"
"2851",NA,"","合計","","200:00",56,20,63,"31.7%",3,20,"15.0%",13,18,"72.2%",9,26,35,10,13,9,1,0,7,16,0,50,"3052","川崎"
"2852",2,"〇","ロバート・ドジャードジャー","PF","33:24",8,3,8,"37.5%",1,1,"100.0%",1,2,"50.0%",1,8,9,2,4,0,0,0,1,2,0,9,"3052","三遠"
"2853",4,"〇","寺園 脩斗寺園","PG","20:38",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,1,0,0,0,0,3,0,0,4,"3052","三遠"
"2854",5,"","川嶋 勇人川嶋","SG","22:48",4,2,6,"33.3%",0,0,"-",0,0,"-",0,2,2,3,2,2,0,0,1,1,0,5,"3052","三遠"
"2855",6,"〇","長谷川 智伸長谷川","SG/SF","14:18",5,2,5,"40.0%",1,3,"33.3%",0,0,"-",0,0,0,3,1,0,0,0,2,1,0,4,"3052","三遠"
"2856",7,"","渡邊 翔太渡邊","PG","18:20",7,3,5,"60.0%",0,1,"0.0%",1,1,"100.0%",1,2,3,2,2,2,0,1,4,2,0,10,"3052","三遠"
"2857",8,"","太田 敦也太田","C","15:24",4,2,7,"28.6%",0,1,"0.0%",0,0,"-",0,4,4,0,1,0,0,0,1,0,0,2,"3052","三遠"
"2858",11,"","岡田 慎吾岡田","SG","18:04",2,1,5,"20.0%",0,1,"0.0%",0,0,"-",1,3,4,4,2,0,0,0,1,0,0,4,"3052","三遠"
"2859",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3052","三遠"
"2860",21,"","菅野 翔太菅野","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3052","三遠"
"2861",45,"〇","ウィリアム・マクドナルドマクドナルド","C","31:12",18,9,17,"52.9%",0,0,"-",0,0,"-",4,9,13,0,4,0,0,0,2,0,0,19,"3052","三遠"
"2862",73,"〇","田渡 修人田渡","SG","25:52",13,5,8,"62.5%",1,3,"33.3%",2,2,"100.0%",0,2,2,2,1,1,0,0,1,1,0,14,"3052","三遠"
"2863",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,7,8,0,0,0,0,0,0,0,0,8,"3052","三遠"
"2864",NA,"","合計","","200:00",65,29,65,"44.6%",3,11,"27.3%",4,5,"80.0%",8,38,46,17,17,5,0,1,16,7,0,79,"3052","三遠"
"2865",2,"","山口 祐希山口","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3062","新潟"
"2866",3,"〇","柏木 真介柏木","PG","29:50",8,3,9,"33.3%",0,2,"0.0%",2,2,"100.0%",0,1,1,4,0,0,0,1,1,2,0,7,"3062","新潟"
"2867",7,"〇","五十嵐 圭五十嵐","PG","32:07",12,4,12,"33.3%",4,11,"36.4%",0,0,"-",0,3,3,8,2,2,0,0,1,2,0,15,"3062","新潟"
"2868",11,"","鵜澤 潤鵜澤","PF","14:02",3,1,5,"20.0%",1,3,"33.3%",0,0,"-",0,1,1,0,1,0,1,0,2,0,0,0,"3062","新潟"
"2869",14,"","石井 峻平石井","SG/SF","10:10",1,0,3,"0.0%",0,2,"0.0%",1,2,"50.0%",1,0,1,0,1,0,0,0,1,1,0,-3,"3062","新潟"
"2870",16,"〇","渡辺 竜之佑渡辺","PG/SG","26:52",10,5,7,"71.4%",0,1,"0.0%",0,1,"0.0%",3,6,9,0,2,1,0,0,2,1,0,15,"3062","新潟"
"2871",18,"","森井 健太森井","PG","07:53",0,0,1,"0.0%",0,0,"-",0,0,"-",0,2,2,0,2,0,0,0,2,0,0,-1,"3062","新潟"
"2872",22,"〇","上江田 勇樹上江田","SG/SF","19:27",5,2,4,"50.0%",1,1,"100.0%",0,0,"-",0,3,3,0,0,0,0,0,2,2,0,6,"3062","新潟"
"2873",32,"","池田 雄一池田","SF","21:58",6,2,2,"100.0%",2,2,"100.0%",0,0,"-",1,5,6,0,1,1,1,0,2,0,0,13,"3062","新潟"
"2874",34,"","ラモント・ハミルトンハミルトン","PF/C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3062","新潟"
"2875",54,"〇","ダバンテ・ガードナーガードナー","C","37:41",32,11,21,"52.4%",1,2,"50.0%",9,11,"81.8%",2,11,13,4,0,1,0,0,1,11,0,38,"3062","新潟"
"2876",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3062","新潟"
"2877",NA,"","合計","","200:00",77,28,64,"43.8%",9,24,"37.5%",12,16,"75.0%",9,33,42,16,9,5,2,1,14,19,0,93,"3062","新潟"
"2878",2,"〇","ロバート・ドジャードジャー","PF","30:48",20,8,15,"53.3%",2,5,"40.0%",2,4,"50.0%",2,10,12,1,0,1,1,0,4,4,2,26,"3062","三遠"
"2879",4,"〇","寺園 脩斗寺園","PG","18:28",3,1,4,"25.0%",1,4,"25.0%",0,0,"-",0,0,0,1,0,0,0,0,3,1,0,1,"3062","三遠"
"2880",5,"","川嶋 勇人川嶋","SG","22:33",13,4,6,"66.7%",2,3,"66.7%",3,4,"75.0%",0,0,0,3,4,1,0,0,2,4,0,10,"3062","三遠"
"2881",6,"〇","長谷川 智伸長谷川","SG/SF","18:19",3,1,5,"20.0%",1,2,"50.0%",0,0,"-",0,3,3,2,2,1,0,0,2,2,0,3,"3062","三遠"
"2882",7,"","渡邊 翔太渡邊","PG","08:54",0,0,2,"0.0%",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,2,0,0,-3,"3062","三遠"
"2883",8,"","太田 敦也太田","C","14:19",2,1,5,"20.0%",0,0,"-",0,0,"-",0,3,3,0,1,0,0,1,1,2,0,0,"3062","三遠"
"2884",11,"","岡田 慎吾岡田","SG","15:09",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",1,4,5,0,0,0,0,0,0,0,0,3,"3062","三遠"
"2885",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3062","三遠"
"2886",15,"","鈴木 達也鈴木","PG","11:46",0,0,4,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,3,0,0,0,1,0,0,0,-1,"3062","三遠"
"2887",21,"","菅野 翔太菅野","SF","09:36",5,2,5,"40.0%",1,4,"25.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,3,"3062","三遠"
"2888",45,"〇","ウィリアム・マクドナルドマクドナルド","C","25:17",6,3,7,"42.9%",0,2,"0.0%",0,2,"0.0%",1,6,7,2,2,0,0,0,5,1,0,7,"3062","三遠"
"2889",73,"〇","田渡 修人田渡","SG","24:51",2,1,4,"25.0%",0,2,"0.0%",0,0,"-",0,1,1,2,0,0,0,0,0,0,0,2,"3062","三遠"
"2890",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3062","三遠"
"2891",NA,"","合計","","200:00",54,21,59,"35.6%",7,24,"29.2%",5,10,"50.0%",6,29,35,14,10,3,1,2,19,14,2,54,"3062","三遠"
"2892",2,"","山口 祐希山口","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3063","新潟"
"2893",3,"〇","柏木 真介柏木","PG","23:55",0,0,5,"0.0%",0,1,"0.0%",0,0,"-",0,2,2,2,2,1,0,0,1,1,0,-2,"3063","新潟"
"2894",7,"〇","五十嵐 圭五十嵐","PG","29:52",6,3,10,"30.0%",0,4,"0.0%",0,0,"-",0,2,2,3,3,0,1,0,1,1,0,2,"3063","新潟"
"2895",11,"","鵜澤 潤鵜澤","PF","23:09",15,7,12,"58.3%",1,5,"20.0%",0,0,"-",0,3,3,0,0,0,0,0,0,0,0,13,"3063","新潟"
"2896",14,"〇","石井 峻平石井","SG/SF","10:11",0,0,0,"-",0,0,"-",0,0,"-",0,4,4,0,0,0,0,0,2,0,0,4,"3063","新潟"
"2897",16,"","渡辺 竜之佑渡辺","PG/SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3063","新潟"
"2898",18,"","森井 健太森井","PG","20:54",6,3,5,"60.0%",0,2,"0.0%",0,0,"-",1,0,1,7,1,0,0,0,0,1,0,11,"3063","新潟"
"2899",22,"〇","上江田 勇樹上江田","SG/SF","26:06",2,1,3,"33.3%",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,3,1,0,1,"3063","新潟"
"2900",32,"","池田 雄一池田","SF","30:32",8,2,6,"33.3%",2,5,"40.0%",2,2,"100.0%",0,3,3,1,0,0,0,0,3,3,0,8,"3063","新潟"
"2901",34,"","ラモント・ハミルトンハミルトン","PF/C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3063","新潟"
"2902",54,"〇","ダバンテ・ガードナーガードナー","C","35:21",35,12,21,"57.1%",0,1,"0.0%",11,12,"91.7%",2,14,16,1,2,1,1,0,1,6,0,42,"3063","新潟"
"2903",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3063","新潟"
"2904",NA,"","合計","","200:00",72,28,62,"45.2%",3,18,"16.7%",13,14,"92.9%",4,31,35,14,8,2,2,0,11,13,0,82,"3063","新潟"
"2905",2,"〇","ロバート・ドジャードジャー","PF","30:35",23,10,14,"71.4%",1,3,"33.3%",2,3,"66.7%",0,8,8,3,0,1,0,0,2,4,0,30,"3063","三遠"
"2906",4,"〇","寺園 脩斗寺園","PG","25:06",16,5,10,"50.0%",3,6,"50.0%",3,3,"100.0%",0,2,2,1,0,0,0,0,4,1,0,14,"3063","三遠"
"2907",5,"","川嶋 勇人川嶋","SG","09:33",3,1,2,"50.0%",1,1,"100.0%",0,0,"-",0,0,0,3,0,1,0,0,0,0,0,6,"3063","三遠"
"2908",6,"〇","長谷川 智伸長谷川","SG/SF","21:42",6,3,6,"50.0%",0,1,"0.0%",0,0,"-",0,2,2,6,0,2,0,1,2,0,0,13,"3063","三遠"
"2909",7,"","渡邊 翔太渡邊","PG","02:37",0,0,1,"0.0%",0,1,"0.0%",0,2,"0.0%",0,1,1,0,0,0,0,0,0,1,0,-2,"3063","三遠"
"2910",8,"","太田 敦也太田","C","15:59",3,1,2,"50.0%",0,0,"-",1,2,"50.0%",2,2,4,4,0,0,0,0,2,3,0,9,"3063","三遠"
"2911",11,"","岡田 慎吾岡田","SG","17:54",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,1,0,0,0,-1,"3063","三遠"
"2912",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3063","三遠"
"2913",15,"","鈴木 達也鈴木","PG","14:54",8,3,8,"37.5%",2,6,"33.3%",0,0,"-",1,2,3,3,1,0,0,0,1,1,0,8,"3063","三遠"
"2914",21,"","菅野 翔太菅野","SF","02:37",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,0,"3063","三遠"
"2915",45,"〇","ウィリアム・マクドナルドマクドナルド","C","28:12",14,7,13,"53.8%",0,0,"-",0,0,"-",2,7,9,0,1,1,0,0,2,1,1,17,"3063","三遠"
"2916",73,"〇","田渡 修人田渡","SG","30:51",16,6,9,"66.7%",4,7,"57.1%",0,0,"-",0,2,2,6,0,1,0,0,0,0,0,22,"3063","三遠"
"2917",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,3,3,0,1,0,0,0,0,0,0,2,"3063","三遠"
"2918",NA,"","合計","","200:00",91,37,70,"52.9%",11,27,"40.7%",6,10,"60.0%",5,30,35,26,3,6,0,2,13,11,1,118,"3063","三遠"
"2919",0,"〇","小林 遥太小林","PG","20:04",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,4,0,0,0,0,2,0,0,3,"2998","名古屋D"
"2920",2,"〇","マーキース・カミングスカミングス","PF","38:17",27,7,17,"41.2%",2,5,"40.0%",11,12,"91.7%",3,6,9,2,2,0,0,1,4,8,0,25,"2998","名古屋D"
"2921",3,"","満田 丈太郎満田","SG/SF","09:46",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,2,2,1,0,0,0,0,0,0,0,1,"2998","名古屋D"
"2922",6,"","菊池 真人菊池","PF","02:47",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,2,1,0,2,"2998","名古屋D"
"2923",8,"","張本 天傑張本","SF/PF","13:08",7,3,4,"75.0%",1,1,"100.0%",0,0,"-",0,0,0,1,1,0,0,0,2,0,0,6,"2998","名古屋D"
"2924",9,"〇","安藤 周人安藤","SG","26:57",12,4,9,"44.4%",2,5,"40.0%",2,2,"100.0%",0,3,3,1,1,1,0,0,0,3,0,11,"2998","名古屋D"
"2925",12,"〇","中東 泰斗中東","SG","23:45",6,3,6,"50.0%",0,1,"0.0%",0,1,"0.0%",1,4,5,1,3,0,0,1,1,1,0,5,"2998","名古屋D"
"2926",13,"","笠井 康平笠井","PG","14:45",4,2,3,"66.7%",0,1,"0.0%",0,0,"-",0,0,0,2,0,0,0,0,3,0,0,5,"2998","名古屋D"
"2927",18,"","中務 敏宏中務","SG/SF","11:35",3,1,2,"50.0%",0,1,"0.0%",1,2,"50.0%",1,0,1,0,1,0,0,0,0,1,0,1,"2998","名古屋D"
"2928",21,"","笹山 貴哉笹山","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2998","名古屋D"
